assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
33106,1874,q01613,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,101279,16475,5163,1598,in-solution,Q-exactive,28843283,7,IONBOT_v0.7.0
33087,1874,q01538,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,96470,16175,5492,1616,in-solution,Q-exactive,28843283,4,IONBOT_v0.7.0
33088,1874,q01551,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,75984,12023,4307,1356,in-solution,Q-exactive,28843283,4,IONBOT_v0.7.0
33089,1874,q01552,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,63245,9713,3216,1127,in-solution,Q-exactive,28843283,4,IONBOT_v0.7.0
33090,1874,q01553,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,57561,8864,2862,1136,in-solution,Q-exactive,28843283,4,IONBOT_v0.7.0
33091,1874,q01554,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,64293,10424,3574,1171,in-solution,Q-exactive,28843283,4,IONBOT_v0.7.0
33107,1874,q01615,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,151297,25640,8557,1940,in-solution,Q-exactive,28843283,8,IONBOT_v0.7.0
33108,1874,q01616,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,158210,27417,8814,2084,in-solution,Q-exactive,28843283,8,IONBOT_v0.7.0
33109,1874,q01617,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,147975,25454,8432,2047,in-solution,Q-exactive,28843283,8,IONBOT_v0.7.0
33110,1874,q01618,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,149197,25089,8052,1972,in-solution,Q-exactive,28843283,8,IONBOT_v0.7.0
33111,1874,q01619,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,128210,21612,6946,1812,in-solution,Q-exactive,28843283,8,IONBOT_v0.7.0
33127,1874,q01707,640,HCC1806,carcinoma,/,breast,/,,PXD008222,120879,19885,6987,1720,in-solution,Q-exactive,28843283,9,IONBOT_v0.7.0
33128,1874,q01708,640,HCC1806,carcinoma,/,breast,/,,PXD008222,120943,21017,7095,1795,in-solution,Q-exactive,28843283,9,IONBOT_v0.7.0
33129,1874,q01709,640,HCC1806,carcinoma,/,breast,/,,PXD008222,106871,18828,6168,1714,in-solution,Q-exactive,28843283,9,IONBOT_v0.7.0
33130,1874,q01710,640,HCC1806,carcinoma,/,breast,/,,PXD008222,81295,13673,4318,1479,in-solution,Q-exactive,28843283,9,IONBOT_v0.7.0
33131,1874,q01711,640,HCC1806,carcinoma,/,breast,/,,PXD008222,66999,10915,3526,1318,in-solution,Q-exactive,28843283,9,IONBOT_v0.7.0
33137,1874,q01725,640,HCC1806,carcinoma,/,breast,/,,PXD008222,119698,19373,6406,1571,in-solution,Q-exactive,28843283,11,IONBOT_v0.7.0
33138,1874,q01726,640,HCC1806,carcinoma,/,breast,/,,PXD008222,126825,21119,6776,1624,in-solution,Q-exactive,28843283,11,IONBOT_v0.7.0
33139,1874,q01727,640,HCC1806,carcinoma,/,breast,/,,PXD008222,113111,19156,5948,1615,in-solution,Q-exactive,28843283,11,IONBOT_v0.7.0
33140,1874,q01728,640,HCC1806,carcinoma,/,breast,/,,PXD008222,94438,15325,4649,1525,in-solution,Q-exactive,28843283,11,IONBOT_v0.7.0
33141,1874,q01729,640,HCC1806,carcinoma,/,breast,/,,PXD008222,86126,13853,4168,1389,in-solution,Q-exactive,28843283,11,IONBOT_v0.7.0
33132,1874,q01713,641,DU4475,carcinoma,/,breast,/,,PXD008222,117581,18929,6508,1795,in-solution,Q-exactive,28843283,10,IONBOT_v0.7.0
33133,1874,q01714,641,DU4475,carcinoma,/,breast,/,,PXD008222,122191,20387,6796,1831,in-solution,Q-exactive,28843283,10,IONBOT_v0.7.0
33134,1874,q01715,641,DU4475,carcinoma,/,breast,/,,PXD008222,108082,18791,6286,1788,in-solution,Q-exactive,28843283,10,IONBOT_v0.7.0
33135,1874,q01716,641,DU4475,carcinoma,/,breast,/,,PXD008222,82609,13780,4533,1591,in-solution,Q-exactive,28843283,10,IONBOT_v0.7.0
33136,1874,q01717,641,DU4475,carcinoma,/,breast,/,,PXD008222,68694,11116,3631,1379,in-solution,Q-exactive,28843283,10,IONBOT_v0.7.0
33142,1874,q01733,641,DU4475,carcinoma,/,breast,/,,PXD008222,122770,19659,6323,1669,in-solution,Q-exactive,28843283,12,IONBOT_v0.7.0
33143,1874,q01734,641,DU4475,carcinoma,/,breast,/,,PXD008222,127254,21219,6698,1704,in-solution,Q-exactive,28843283,12,IONBOT_v0.7.0
33144,1874,q01735,641,DU4475,carcinoma,/,breast,/,,PXD008222,118670,20011,6337,1721,in-solution,Q-exactive,28843283,12,IONBOT_v0.7.0
33145,1874,q01736,641,DU4475,carcinoma,/,breast,/,,PXD008222,99295,15768,4911,1633,in-solution,Q-exactive,28843283,12,IONBOT_v0.7.0
33146,1874,q01737,641,DU4475,carcinoma,/,breast,/,,PXD008222,95582,15631,4828,1618,in-solution,Q-exactive,28843283,12,IONBOT_v0.7.0
36553,1874,q02888,641,DU4475,carcinoma,/,breast,/,,PXD008222,44011,5658,1956,749,in-solution,Q-exactive,28843283,43,IONBOT_v0.7.0
36554,1874,q02889,641,DU4475,carcinoma,/,breast,/,,PXD008222,103426,17192,6149,1501,in-solution,Q-exactive,28843283,43,IONBOT_v0.7.0
36555,1874,q02890,641,DU4475,carcinoma,/,breast,/,,PXD008222,126088,24213,8278,1828,in-solution,Q-exactive,28843283,43,IONBOT_v0.7.0
36556,1874,q02891,641,DU4475,carcinoma,/,breast,/,,PXD008222,90573,15967,5231,1422,in-solution,Q-exactive,28843283,43,IONBOT_v0.7.0
36557,1874,q02892,641,DU4475,carcinoma,/,breast,/,,PXD008222,87643,16454,5532,1520,in-solution,Q-exactive,28843283,43,IONBOT_v0.7.0
36558,1874,q02894,641,DU4475,carcinoma,/,breast,/,,PXD008222,59593,8932,3072,935,in-solution,Q-exactive,28843283,44,IONBOT_v0.7.0
36559,1874,q02895,641,DU4475,carcinoma,/,breast,/,,PXD008222,114258,18505,6226,1577,in-solution,Q-exactive,28843283,44,IONBOT_v0.7.0
36560,1874,q02896,641,DU4475,carcinoma,/,breast,/,,PXD008222,142478,27255,8836,1806,in-solution,Q-exactive,28843283,44,IONBOT_v0.7.0
36561,1874,q02897,641,DU4475,carcinoma,/,breast,/,,PXD008222,120226,21924,7126,1634,in-solution,Q-exactive,28843283,44,IONBOT_v0.7.0
36562,1874,q02898,641,DU4475,carcinoma,/,breast,/,,PXD008222,124719,23899,7734,1804,in-solution,Q-exactive,28843283,44,IONBOT_v0.7.0
33147,1874,q02217,642,HCC1143,carcinoma,/,breast,/,,PXD008222,62480,9382,3278,1225,in-solution,Q-exactive,28843283,13,IONBOT_v0.7.0
33148,1874,q02218,642,HCC1143,carcinoma,/,breast,/,,PXD008222,123463,22768,7856,1940,in-solution,Q-exactive,28843283,13,IONBOT_v0.7.0
33149,1874,q02219,642,HCC1143,carcinoma,/,breast,/,,PXD008222,116714,22016,7288,1919,in-solution,Q-exactive,28843283,13,IONBOT_v0.7.0
33150,1874,q02220,642,HCC1143,carcinoma,/,breast,/,,PXD008222,96574,17114,5513,1653,in-solution,Q-exactive,28843283,13,IONBOT_v0.7.0
33151,1874,q02221,642,HCC1143,carcinoma,/,breast,/,,PXD008222,85033,16047,5155,1514,in-solution,Q-exactive,28843283,13,IONBOT_v0.7.0
33152,1874,q02223,642,HCC1143,carcinoma,/,breast,/,,PXD008222,85268,12252,3930,1239,in-solution,Q-exactive,28843283,14,IONBOT_v0.7.0
33153,1874,q02224,642,HCC1143,carcinoma,/,breast,/,,PXD008222,141077,26496,8519,1943,in-solution,Q-exactive,28843283,14,IONBOT_v0.7.0
33154,1874,q02225,642,HCC1143,carcinoma,/,breast,/,,PXD008222,138173,27211,8347,2062,in-solution,Q-exactive,28843283,14,IONBOT_v0.7.0
33155,1874,q02226,642,HCC1143,carcinoma,/,breast,/,,PXD008222,118308,21122,6517,1828,in-solution,Q-exactive,28843283,14,IONBOT_v0.7.0
33156,1874,q02227,642,HCC1143,carcinoma,/,breast,/,,PXD008222,123253,24018,7464,1869,in-solution,Q-exactive,28843283,14,IONBOT_v0.7.0
36563,1874,q02900,642,HCC1143,carcinoma,/,breast,/,,PXD008222,41478,6100,2201,654,in-solution,Q-exactive,28843283,45,IONBOT_v0.7.0
36564,1874,q02901,642,HCC1143,carcinoma,/,breast,/,,PXD008222,90811,15223,6320,1356,in-solution,Q-exactive,28843283,45,IONBOT_v0.7.0
36565,1874,q02902,642,HCC1143,carcinoma,/,breast,/,,PXD008222,117654,21896,7980,1715,in-solution,Q-exactive,28843283,45,IONBOT_v0.7.0
36566,1874,q02903,642,HCC1143,carcinoma,/,breast,/,,PXD008222,80305,13663,4808,1230,in-solution,Q-exactive,28843283,45,IONBOT_v0.7.0
36567,1874,q02904,642,HCC1143,carcinoma,/,breast,/,,PXD008222,88560,16513,5725,1516,in-solution,Q-exactive,28843283,45,IONBOT_v0.7.0
36568,1874,q02906,642,HCC1143,carcinoma,/,breast,/,,PXD008222,57389,8472,3101,833,in-solution,Q-exactive,28843283,46,IONBOT_v0.7.0
36569,1874,q02907,642,HCC1143,carcinoma,/,breast,/,,PXD008222,109918,19221,6844,1508,in-solution,Q-exactive,28843283,46,IONBOT_v0.7.0
36570,1874,q02908,642,HCC1143,carcinoma,/,breast,/,,PXD008222,143153,27222,9288,1804,in-solution,Q-exactive,28843283,46,IONBOT_v0.7.0
36571,1874,q02909,642,HCC1143,carcinoma,/,breast,/,,PXD008222,102497,17412,5675,1291,in-solution,Q-exactive,28843283,46,IONBOT_v0.7.0
36572,1874,q02910,642,HCC1143,carcinoma,/,breast,/,,PXD008222,126734,24352,8342,1810,in-solution,Q-exactive,28843283,46,IONBOT_v0.7.0
33157,1874,q02229,643,MFM223,carcinoma,/,breast,/,,PXD008222,51348,7602,2591,1058,in-solution,Q-exactive,28843283,15,IONBOT_v0.7.0
33158,1874,q02230,643,MFM223,carcinoma,/,breast,/,,PXD008222,118330,21013,7068,1957,in-solution,Q-exactive,28843283,15,IONBOT_v0.7.0
33159,1874,q02231,643,MFM223,carcinoma,/,breast,/,,PXD008222,115919,21884,7110,2024,in-solution,Q-exactive,28843283,15,IONBOT_v0.7.0
33160,1874,q02232,643,MFM223,carcinoma,/,breast,/,,PXD008222,96492,17158,5501,1760,in-solution,Q-exactive,28843283,15,IONBOT_v0.7.0
33161,1874,q02233,643,MFM223,carcinoma,/,breast,/,,PXD008222,93749,17857,5747,1682,in-solution,Q-exactive,28843283,15,IONBOT_v0.7.0
33162,1874,q02235,643,MFM223,carcinoma,/,breast,/,,PXD008222,88819,12998,4091,1412,in-solution,Q-exactive,28843283,16,IONBOT_v0.7.0
33163,1874,q02236,643,MFM223,carcinoma,/,breast,/,,PXD008222,144780,27428,8799,2160,in-solution,Q-exactive,28843283,16,IONBOT_v0.7.0
36440,1874,q02237,643,MFM223,carcinoma,/,breast,/,,PXD008222,142983,27674,8704,2261,in-solution,Q-exactive,28843283,16,IONBOT_v0.7.0
36441,1874,q02238,643,MFM223,carcinoma,/,breast,/,,PXD008222,109587,19753,6288,1888,in-solution,Q-exactive,28843283,16,IONBOT_v0.7.0
36442,1874,q02239,643,MFM223,carcinoma,/,breast,/,,PXD008222,114367,22211,7040,1904,in-solution,Q-exactive,28843283,16,IONBOT_v0.7.0
36503,1874,q02438,647,BT549,carcinoma,/,breast,/,,PXD008222,110837,20924,7207,1807,in-solution,Q-exactive,28843283,33,IONBOT_v0.7.0
36504,1874,q02439,647,BT549,carcinoma,/,breast,/,,PXD008222,109755,21431,6984,1808,in-solution,Q-exactive,28843283,33,IONBOT_v0.7.0
36505,1874,q02440,647,BT549,carcinoma,/,breast,/,,PXD008222,91734,17723,5864,1600,in-solution,Q-exactive,28843283,33,IONBOT_v0.7.0
36506,1874,q02441,647,BT549,carcinoma,/,breast,/,,PXD008222,72291,13017,4232,1427,in-solution,Q-exactive,28843283,33,IONBOT_v0.7.0
36507,1874,q02442,647,BT549,carcinoma,/,breast,/,,PXD008222,60062,10387,3352,1197,in-solution,Q-exactive,28843283,33,IONBOT_v0.7.0
36508,1874,q02444,647,BT549,carcinoma,/,breast,/,,PXD008222,116170,20538,6442,1546,in-solution,Q-exactive,28843283,34,IONBOT_v0.7.0
36509,1874,q02445,647,BT549,carcinoma,/,breast,/,,PXD008222,115944,21489,6597,1546,in-solution,Q-exactive,28843283,34,IONBOT_v0.7.0
36510,1874,q02446,647,BT549,carcinoma,/,breast,/,,PXD008222,105863,19387,5893,1549,in-solution,Q-exactive,28843283,34,IONBOT_v0.7.0
36511,1874,q02447,647,BT549,carcinoma,/,breast,/,,PXD008222,93643,16224,4843,1436,in-solution,Q-exactive,28843283,34,IONBOT_v0.7.0
36512,1874,q02448,647,BT549,carcinoma,/,breast,/,,PXD008222,75329,12249,3665,1132,in-solution,Q-exactive,28843283,34,IONBOT_v0.7.0
36533,1874,q02798,647,BT549,carcinoma,/,breast,/,,PXD008222,46218,5962,2451,792,in-solution,Q-exactive,28843283,39,IONBOT_v0.7.0
36534,1874,q02799,647,BT549,carcinoma,/,breast,/,,PXD008222,109286,20187,8055,1587,in-solution,Q-exactive,28843283,39,IONBOT_v0.7.0
36535,1874,q02800,647,BT549,carcinoma,/,breast,/,,PXD008222,114885,22175,7936,1648,in-solution,Q-exactive,28843283,39,IONBOT_v0.7.0
36536,1874,q02801,647,BT549,carcinoma,/,breast,/,,PXD008222,83784,15068,5268,1293,in-solution,Q-exactive,28843283,39,IONBOT_v0.7.0
36537,1874,q02802,647,BT549,carcinoma,/,breast,/,,PXD008222,72174,13029,4577,1293,in-solution,Q-exactive,28843283,39,IONBOT_v0.7.0
36538,1874,q02804,647,BT549,carcinoma,/,breast,/,,PXD008222,68069,11063,4002,920,in-solution,Q-exactive,28843283,40,IONBOT_v0.7.0
36539,1874,q02805,647,BT549,carcinoma,/,breast,/,,PXD008222,102684,18441,6460,1365,in-solution,Q-exactive,28843283,40,IONBOT_v0.7.0
36540,1874,q02806,647,BT549,carcinoma,/,breast,/,,PXD008222,121153,23081,7984,1498,in-solution,Q-exactive,28843283,40,IONBOT_v0.7.0
36541,1874,q02807,647,BT549,carcinoma,/,breast,/,,PXD008222,85453,14502,4937,1107,in-solution,Q-exactive,28843283,40,IONBOT_v0.7.0
36542,1874,q02808,647,BT549,carcinoma,/,breast,/,,PXD008222,92420,17388,6046,1487,in-solution,Q-exactive,28843283,40,IONBOT_v0.7.0
36443,1874,q02281,721,HCC1937,carcinoma,/,breast,/,,PXD008222,50588,7015,2451,1076,in-solution,Q-exactive,28843283,21,IONBOT_v0.7.0
36444,1874,q02282,721,HCC1937,carcinoma,/,breast,/,,PXD008222,118577,22234,7468,2068,in-solution,Q-exactive,28843283,21,IONBOT_v0.7.0
36445,1874,q02283,721,HCC1937,carcinoma,/,breast,/,,PXD008222,120884,23576,7636,2074,in-solution,Q-exactive,28843283,21,IONBOT_v0.7.0
36446,1874,q02284,721,HCC1937,carcinoma,/,breast,/,,PXD008222,102964,18557,5963,1812,in-solution,Q-exactive,28843283,21,IONBOT_v0.7.0
36447,1874,q02285,721,HCC1937,carcinoma,/,breast,/,,PXD008222,91286,17401,5616,1637,in-solution,Q-exactive,28843283,21,IONBOT_v0.7.0
36448,1874,q02287,721,HCC1937,carcinoma,/,breast,/,,PXD008222,81260,12346,4058,1473,in-solution,Q-exactive,28843283,22,IONBOT_v0.7.0
36449,1874,q02288,721,HCC1937,carcinoma,/,breast,/,,PXD008222,139623,26701,8598,2131,in-solution,Q-exactive,28843283,22,IONBOT_v0.7.0
36450,1874,q02289,721,HCC1937,carcinoma,/,breast,/,,PXD008222,141517,27966,8744,2210,in-solution,Q-exactive,28843283,22,IONBOT_v0.7.0
36451,1874,q02290,721,HCC1937,carcinoma,/,breast,/,,PXD008222,126928,23283,7227,1955,in-solution,Q-exactive,28843283,22,IONBOT_v0.7.0
36452,1874,q02291,721,HCC1937,carcinoma,/,breast,/,,PXD008222,127272,25044,7704,1932,in-solution,Q-exactive,28843283,22,IONBOT_v0.7.0
36453,1874,q02327,722,HCC1599,carcinoma,/,breast,/,,PXD008222,40783,5342,1891,906,in-solution,Q-exactive,28843283,23,IONBOT_v0.7.0
36454,1874,q02328,722,HCC1599,carcinoma,/,breast,/,,PXD008222,109659,20103,7068,1894,in-solution,Q-exactive,28843283,23,IONBOT_v0.7.0
36455,1874,q02329,722,HCC1599,carcinoma,/,breast,/,,PXD008222,114056,21194,7313,1933,in-solution,Q-exactive,28843283,23,IONBOT_v0.7.0
36456,1874,q02330,722,HCC1599,carcinoma,/,breast,/,,PXD008222,95350,16824,5719,1684,in-solution,Q-exactive,28843283,23,IONBOT_v0.7.0
36457,1874,q02331,722,HCC1599,carcinoma,/,breast,/,,PXD008222,83289,15541,5258,1525,in-solution,Q-exactive,28843283,23,IONBOT_v0.7.0
36458,1874,q02333,722,HCC1599,carcinoma,/,breast,/,,PXD008222,56212,7957,2551,1061,in-solution,Q-exactive,28843283,24,IONBOT_v0.7.0
36459,1874,q02334,722,HCC1599,carcinoma,/,breast,/,,PXD008222,130916,23988,7990,1879,in-solution,Q-exactive,28843283,24,IONBOT_v0.7.0
36460,1874,q02335,722,HCC1599,carcinoma,/,breast,/,,PXD008222,131509,24911,8052,1981,in-solution,Q-exactive,28843283,24,IONBOT_v0.7.0
36461,1874,q02336,722,HCC1599,carcinoma,/,breast,/,,PXD008222,113352,20160,6509,1716,in-solution,Q-exactive,28843283,24,IONBOT_v0.7.0
36462,1874,q02337,722,HCC1599,carcinoma,/,breast,/,,PXD008222,115186,21822,7004,1695,in-solution,Q-exactive,28843283,24,IONBOT_v0.7.0
36573,1874,q02957,722,HCC1599,carcinoma,/,breast,/,,PXD008222,36368,5278,2940,580,in-solution,Q-exactive,28843283,51,IONBOT_v0.7.0
36574,1874,q02958,722,HCC1599,carcinoma,/,breast,/,,PXD008222,77751,13640,7123,1066,in-solution,Q-exactive,28843283,51,IONBOT_v0.7.0
36575,1874,q02959,722,HCC1599,carcinoma,/,breast,/,,PXD008222,101298,19073,8660,1389,in-solution,Q-exactive,28843283,51,IONBOT_v0.7.0
36576,1874,q02960,722,HCC1599,carcinoma,/,breast,/,,PXD008222,75056,13642,5924,1210,in-solution,Q-exactive,28843283,51,IONBOT_v0.7.0
36577,1874,q02961,722,HCC1599,carcinoma,/,breast,/,,PXD008222,48451,7915,3605,820,in-solution,Q-exactive,28843283,51,IONBOT_v0.7.0
36578,1874,q02963,722,HCC1599,carcinoma,/,breast,/,,PXD008222,46102,6213,2882,610,in-solution,Q-exactive,28843283,52,IONBOT_v0.7.0
36579,1874,q02964,722,HCC1599,carcinoma,/,breast,/,,PXD008222,89076,15261,7332,1121,in-solution,Q-exactive,28843283,52,IONBOT_v0.7.0
36580,1874,q02965,722,HCC1599,carcinoma,/,breast,/,,PXD008222,115816,21579,9737,1311,in-solution,Q-exactive,28843283,52,IONBOT_v0.7.0
36581,1874,q02966,722,HCC1599,carcinoma,/,breast,/,,PXD008222,99035,18544,8147,1304,in-solution,Q-exactive,28843283,52,IONBOT_v0.7.0
36582,1874,q02967,722,HCC1599,carcinoma,/,breast,/,,PXD008222,77239,12339,5445,1023,in-solution,Q-exactive,28843283,52,IONBOT_v0.7.0
36463,1874,q02339,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,82830,11960,3927,1535,in-solution,Q-exactive,28843283,25,IONBOT_v0.7.0
36464,1874,q02346,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,150144,29851,9335,2321,in-solution,Q-exactive,28843283,25,IONBOT_v0.7.0
36465,1874,q02347,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,139110,26084,8066,2163,in-solution,Q-exactive,28843283,25,IONBOT_v0.7.0
36466,1874,q02348,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,135540,26773,8257,2113,in-solution,Q-exactive,28843283,25,IONBOT_v0.7.0
36467,1874,q02350,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,70188,10182,3419,1352,in-solution,Q-exactive,28843283,26,IONBOT_v0.7.0
36468,1874,q02351,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,126025,23708,7982,2144,in-solution,Q-exactive,28843283,26,IONBOT_v0.7.0
36469,1874,q02352,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,128661,24788,8074,2122,in-solution,Q-exactive,28843283,26,IONBOT_v0.7.0
36470,1874,q02353,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,114149,21105,6758,1951,in-solution,Q-exactive,28843283,26,IONBOT_v0.7.0
36471,1874,q02354,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,97027,18546,5927,1694,in-solution,Q-exactive,28843283,26,IONBOT_v0.7.0
36472,1874,q02356,723,SW527,adenocarcinoma,/,colon,/,,PXD008222,148330,28322,9108,2317,in-solution,Q-exactive,28843283,25,IONBOT_v0.7.0
36473,1874,q02358,724,HS578T,carcinoma,/,breast,/,,PXD008222,62490,9275,3285,1217,in-solution,Q-exactive,28843283,27,IONBOT_v0.7.0
36474,1874,q02359,724,HS578T,carcinoma,/,breast,/,,PXD008222,118888,23091,7927,2033,in-solution,Q-exactive,28843283,27,IONBOT_v0.7.0
36475,1874,q02360,724,HS578T,carcinoma,/,breast,/,,PXD008222,122638,24088,7723,1967,in-solution,Q-exactive,28843283,27,IONBOT_v0.7.0
36476,1874,q02361,724,HS578T,carcinoma,/,breast,/,,PXD008222,106950,20150,6440,1777,in-solution,Q-exactive,28843283,27,IONBOT_v0.7.0
36477,1874,q02362,724,HS578T,carcinoma,/,breast,/,,PXD008222,89111,17131,5552,1516,in-solution,Q-exactive,28843283,27,IONBOT_v0.7.0
36478,1874,q02364,724,HS578T,carcinoma,/,breast,/,,PXD008222,73388,10467,3412,1137,in-solution,Q-exactive,28843283,28,IONBOT_v0.7.0
36479,1874,q02365,724,HS578T,carcinoma,/,breast,/,,PXD008222,138717,25667,8266,1774,in-solution,Q-exactive,28843283,28,IONBOT_v0.7.0
36480,1874,q02366,724,HS578T,carcinoma,/,breast,/,,PXD008222,144293,27973,8670,1921,in-solution,Q-exactive,28843283,28,IONBOT_v0.7.0
36481,1874,q02367,724,HS578T,carcinoma,/,breast,/,,PXD008222,130086,23778,7340,1686,in-solution,Q-exactive,28843283,28,IONBOT_v0.7.0
36482,1874,q02368,724,HS578T,carcinoma,/,breast,/,,PXD008222,132843,25314,7704,1733,in-solution,Q-exactive,28843283,28,IONBOT_v0.7.0
36483,1874,q02407,725,BT20,carcinoma,/,breast,/,,PXD008222,60543,8685,3003,1176,in-solution,Q-exactive,28843283,29,IONBOT_v0.7.0
36484,1874,q02408,725,BT20,carcinoma,/,breast,/,,PXD008222,121164,22643,7471,1938,in-solution,Q-exactive,28843283,29,IONBOT_v0.7.0
36485,1874,q02409,725,BT20,carcinoma,/,breast,/,,PXD008222,124932,24254,7610,1926,in-solution,Q-exactive,28843283,29,IONBOT_v0.7.0
36486,1874,q02410,725,BT20,carcinoma,/,breast,/,,PXD008222,112160,20683,6576,1807,in-solution,Q-exactive,28843283,29,IONBOT_v0.7.0
36487,1874,q02411,725,BT20,carcinoma,/,breast,/,,PXD008222,92115,17192,5434,1490,in-solution,Q-exactive,28843283,29,IONBOT_v0.7.0
36488,1874,q02413,725,BT20,carcinoma,/,breast,/,,PXD008222,90963,13705,4268,1395,in-solution,Q-exactive,28843283,30,IONBOT_v0.7.0
36489,1874,q02414,725,BT20,carcinoma,/,breast,/,,PXD008222,144830,26787,8346,1880,in-solution,Q-exactive,28843283,30,IONBOT_v0.7.0
36490,1874,q02415,725,BT20,carcinoma,/,breast,/,,PXD008222,149321,28918,8662,1979,in-solution,Q-exactive,28843283,30,IONBOT_v0.7.0
36491,1874,q02416,725,BT20,carcinoma,/,breast,/,,PXD008222,137080,25542,7636,1877,in-solution,Q-exactive,28843283,30,IONBOT_v0.7.0
36492,1874,q02417,725,BT20,carcinoma,/,breast,/,,PXD008222,137598,26283,7877,1805,in-solution,Q-exactive,28843283,30,IONBOT_v0.7.0
36543,1874,q02810,725,BT20,carcinoma,/,breast,/,,PXD008222,68405,10535,4014,1170,in-solution,Q-exactive,28843283,41,IONBOT_v0.7.0
36544,1874,q02811,725,BT20,carcinoma,/,breast,/,,PXD008222,108757,19471,7270,1777,in-solution,Q-exactive,28843283,41,IONBOT_v0.7.0
36545,1874,q02812,725,BT20,carcinoma,/,breast,/,,PXD008222,124313,23999,8217,1900,in-solution,Q-exactive,28843283,41,IONBOT_v0.7.0
36546,1874,q02813,725,BT20,carcinoma,/,breast,/,,PXD008222,72969,11613,3727,1083,in-solution,Q-exactive,28843283,41,IONBOT_v0.7.0
36547,1874,q02814,725,BT20,carcinoma,/,breast,/,,PXD008222,83586,15250,5149,1557,in-solution,Q-exactive,28843283,41,IONBOT_v0.7.0
36548,1874,q02820,725,BT20,carcinoma,/,breast,/,,PXD008222,83321,12363,4032,1178,in-solution,Q-exactive,28843283,42,IONBOT_v0.7.0
36549,1874,q02821,725,BT20,carcinoma,/,breast,/,,PXD008222,144184,25326,8112,1811,in-solution,Q-exactive,28843283,42,IONBOT_v0.7.0
36550,1874,q02822,725,BT20,carcinoma,/,breast,/,,PXD008222,150376,29387,9637,2001,in-solution,Q-exactive,28843283,42,IONBOT_v0.7.0
36551,1874,q02823,725,BT20,carcinoma,/,breast,/,,PXD008222,107890,17568,5393,1212,in-solution,Q-exactive,28843283,42,IONBOT_v0.7.0
36552,1874,q02824,725,BT20,carcinoma,/,breast,/,,PXD008222,126098,23658,7775,1922,in-solution,Q-exactive,28843283,42,IONBOT_v0.7.0
36493,1874,q02425,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,120372,23546,7990,1957,in-solution,Q-exactive,28843283,31,IONBOT_v0.7.0
36494,1874,q02426,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,121463,23898,7710,1923,in-solution,Q-exactive,28843283,31,IONBOT_v0.7.0
36495,1874,q02427,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,102572,20120,6464,1844,in-solution,Q-exactive,28843283,31,IONBOT_v0.7.0
36496,1874,q02428,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,87200,16210,5170,1668,in-solution,Q-exactive,28843283,31,IONBOT_v0.7.0
36497,1874,q02429,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,72994,13091,4220,1426,in-solution,Q-exactive,28843283,31,IONBOT_v0.7.0
36498,1874,q02431,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,118828,20840,6144,1597,in-solution,Q-exactive,28843283,32,IONBOT_v0.7.0
36499,1874,q02432,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,128891,23830,6829,1677,in-solution,Q-exactive,28843283,32,IONBOT_v0.7.0
36500,1874,q02433,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,117296,22382,6582,1688,in-solution,Q-exactive,28843283,32,IONBOT_v0.7.0
36501,1874,q02434,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,104689,18920,5492,1558,in-solution,Q-exactive,28843283,32,IONBOT_v0.7.0
36502,1874,q02435,726,MDA-MB-157,carcinoma,/,breast,/,,PXD008222,85589,15326,4319,1293,in-solution,Q-exactive,28843283,32,IONBOT_v0.7.0
36513,1874,q02452,727,HCC38,carcinoma,/,breast,/,,PXD008222,108236,20028,6973,1770,in-solution,Q-exactive,28843283,35,IONBOT_v0.7.0
