,assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins
1250,32626,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_19,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,62430,11251,4437,1333
1251,32627,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,6059,1057,322,165
1252,32628,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_20,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,61467,10913,3985,1323
1253,32629,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_21,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,65496,11987,4202,1329
1254,32630,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_22,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,68516,12140,4315,1404
1255,32631,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_23,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,62276,11320,4048,1311
1256,32632,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_24,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,67601,11847,4419,1391
1257,32633,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_25,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,69835,12621,4392,1417
1258,32634,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_26,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,74156,13360,4729,1467
1259,32635,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_27,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,71972,13231,4504,1475
1260,32636,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_28,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,74027,13677,4724,1452
1261,32637,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_29,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,73510,13427,4690,1528
1262,32638,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_3,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,4590,682,233,165
1263,32639,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_30,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,81035,14696,5206,1663
1264,32640,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_31,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,82298,14904,5108,1595
1265,32641,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_32,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,75693,14044,4470,1493
1266,32642,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_33,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,84314,15440,5143,1665
1267,32643,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_34,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,85229,15704,5273,1687
1268,32644,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_35,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,83592,15094,5078,1627
1269,32645,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_36,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,79541,14556,5045,1592
1270,32646,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_37,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,78987,14742,5061,1532
1271,32647,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_38,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,81670,15244,5215,1557
1272,32648,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_39,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,83057,15593,5388,1576
1273,32649,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_4,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,24766,4103,1630,564
1274,32650,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_40,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,86538,16101,5908,1695
1275,32651,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_41,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,83440,15676,5586,1621
1276,32652,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_42,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,71825,13726,4565,1391
1277,32653,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_43,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,69942,13281,4489,1381
1278,32654,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_44,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,82057,15898,5602,1682
1279,32655,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_45,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,77515,16065,5536,1742
1280,32656,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_46,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,97848,19206,6539,1886
1281,32657,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_5,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,41992,7198,2919,828
1282,32658,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_6,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,36844,5894,2399,783
1283,32659,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_7,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,31071,4820,1924,729
1284,32660,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_8,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,34285,5418,1906,742
1285,32661,1871,20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_9,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,36584,5904,2295,814
1286,32662,1871,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_1,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004452,19542,2583,803,365
1287,33066,1873,160729_CJK_HeLa2+PMoff_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,136617,24829,7958,1942
1288,33067,1873,160729_CJK_HeLa2+PMoff_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,137824,24981,8019,1930
1289,33068,1873,160729_CJK_HeLa2+PMoff_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,139554,25212,8146,1941
1290,33069,1873,160729_CJK_HeLa2+PMoff_excl_020Da_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,137328,24842,7953,1904
1291,33070,1873,160729_CJK_HeLa2+PMoff_excl_020Da_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,138317,24980,8105,1959
1292,33071,1873,160729_CJK_HeLa2+PMoff_excl_020Da_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,139252,25231,8140,1963
1293,31701,1836,MDA-MB-231_CC_CisPt,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,58839,11462,3996,834
1294,31703,1836,MDA-MB-231_CC_cyclo,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,75257,12732,4293,1031
1295,31704,1836,MDA-MB-231_CC_Dox,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,72654,15434,5185,1119
1296,31702,1836,MDA-MB-231_CC_control,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD009442,78050,14400,4872,1133
1297,31705,1836,MDA-MB-231_CSC_control,581,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-CSC,,PXD009442,75538,12529,4188,1088
1298,33072,1874,q01507,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,86318,13724,4857,1431
1299,33073,1874,q01508,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,100454,17112,5850,1620
1300,33074,1874,q01509,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,93825,16332,5390,1522
1301,33075,1874,q01510,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,67868,11083,3593,1260
1302,33076,1874,q01511,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,56164,9225,2994,1106
1303,33092,1874,q01556,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,99791,15632,5044,1351
1304,33093,1874,q01557,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,110876,17840,5489,1483
1305,33094,1874,q01558,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,100697,15804,5001,1485
1306,33095,1874,q01559,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,68398,9741,2848,1078
1307,33096,1874,q01560,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,79021,11690,3564,1235
1308,33117,1874,q01637,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,140286,22471,7115,1636
1309,33118,1874,q01638,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,144399,24768,7596,1766
1310,33119,1874,q01639,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,135997,23349,7182,1821
1311,33120,1874,q01640,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,117094,18928,5708,1667
1312,33121,1874,q01641,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,107432,17619,5314,1566
1313,33077,1874,q01515,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,68083,10857,3767,1272
1314,33078,1874,q01516,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,79630,12935,4242,1376
1315,33079,1874,q01517,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,77720,12313,3899,1237
1316,33080,1874,q01518,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,61424,8986,2870,987
1317,33081,1874,q01519,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,52421,8304,2579,945
1318,33097,1874,q01566,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,66696,9377,2877,985
1319,33098,1874,q01567,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,79799,11215,3283,1146
1320,33099,1874,q01568,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,85903,12763,3806,1265
1321,33100,1874,q01569,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,62897,9274,2825,1053
1322,33101,1874,q01570,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,62152,9383,2844,1044
1323,33112,1874,q01623,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,139925,21317,6428,1558
1324,33113,1874,q01624,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,147123,22554,6838,1730
1325,33114,1874,q01625,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,139022,22483,6946,1766
1326,33115,1874,q01626,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,104897,16512,5115,1479
1327,33116,1874,q01627,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,99921,16224,5042,1503
1328,33122,1874,q01643,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,99175,15923,5426,1572
1329,33123,1874,q01644,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,117392,19726,6468,1753
1330,33124,1874,q01645,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,112787,18746,6054,1606
1331,33125,1874,q01646,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,84072,13099,4109,1284
1332,33126,1874,q01647,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,70849,11892,3673,1186
1333,33082,1874,q01531,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,65016,9267,3145,1192
1334,33083,1874,q01532,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,96077,15624,5167,1580
1335,33084,1874,q01533,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,85768,14488,4709,1470
1336,33085,1874,q01534,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,56590,8862,2805,1082
1337,33086,1874,q01535,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,48995,7865,2540,951
1338,33102,1874,q01609,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,146001,23959,7819,1906
1339,33103,1874,q01610,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,159163,26901,8225,2049
1340,33104,1874,q01611,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,139213,24076,7710,1945
1341,33105,1874,q01612,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,107945,17088,5211,1630
1342,33106,1874,q01613,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,101279,16475,5163,1598
1343,33087,1874,q01538,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,96470,16175,5492,1616
1344,33088,1874,q01551,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,75984,12023,4307,1356
1345,33089,1874,q01552,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,63245,9713,3216,1127
1346,33090,1874,q01553,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,57561,8864,2862,1136
1347,33091,1874,q01554,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,64293,10424,3574,1171
1348,33107,1874,q01615,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,151297,25640,8557,1940
1349,33108,1874,q01616,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,158210,27417,8814,2084
1350,33109,1874,q01617,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,147975,25454,8432,2047
1351,33110,1874,q01618,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,149197,25089,8052,1972
1352,33111,1874,q01619,639,MCF10F,disease,/,breast,MCF10A,,PXD008222,128210,21612,6946,1812
1353,33127,1874,q01707,640,HCC1806,carcinoma,/,breast,/,,PXD008222,120879,19885,6987,1720
1354,33128,1874,q01708,640,HCC1806,carcinoma,/,breast,/,,PXD008222,120943,21017,7095,1795
1355,33129,1874,q01709,640,HCC1806,carcinoma,/,breast,/,,PXD008222,106871,18828,6168,1714
1356,33130,1874,q01710,640,HCC1806,carcinoma,/,breast,/,,PXD008222,81295,13673,4318,1479
1357,33131,1874,q01711,640,HCC1806,carcinoma,/,breast,/,,PXD008222,66999,10915,3526,1318
1358,33137,1874,q01725,640,HCC1806,carcinoma,/,breast,/,,PXD008222,119698,19373,6406,1571
1359,33138,1874,q01726,640,HCC1806,carcinoma,/,breast,/,,PXD008222,126825,21119,6776,1624
1360,33139,1874,q01727,640,HCC1806,carcinoma,/,breast,/,,PXD008222,113111,19156,5948,1615
1361,33140,1874,q01728,640,HCC1806,carcinoma,/,breast,/,,PXD008222,94438,15325,4649,1525
1362,33141,1874,q01729,640,HCC1806,carcinoma,/,breast,/,,PXD008222,86126,13853,4168,1389
1363,33132,1874,q01713,641,DU4475,carcinoma,/,breast,/,,PXD008222,117581,18929,6508,1795
1364,33133,1874,q01714,641,DU4475,carcinoma,/,breast,/,,PXD008222,122191,20387,6796,1831
1365,33134,1874,q01715,641,DU4475,carcinoma,/,breast,/,,PXD008222,108082,18791,6286,1788
1366,33135,1874,q01716,641,DU4475,carcinoma,/,breast,/,,PXD008222,82609,13780,4533,1591
1367,33136,1874,q01717,641,DU4475,carcinoma,/,breast,/,,PXD008222,68694,11116,3631,1379
1368,33142,1874,q01733,641,DU4475,carcinoma,/,breast,/,,PXD008222,122770,19659,6323,1669
1369,33143,1874,q01734,641,DU4475,carcinoma,/,breast,/,,PXD008222,127254,21219,6698,1704
1370,33144,1874,q01735,641,DU4475,carcinoma,/,breast,/,,PXD008222,118670,20011,6337,1721
1371,33145,1874,q01736,641,DU4475,carcinoma,/,breast,/,,PXD008222,99295,15768,4911,1633
1372,33146,1874,q01737,641,DU4475,carcinoma,/,breast,/,,PXD008222,95582,15631,4828,1618
1373,33147,1874,q02217,642,HCC1143,carcinoma,/,breast,/,,PXD008222,62480,9382,3278,1225
1374,33148,1874,q02218,642,HCC1143,carcinoma,/,breast,/,,PXD008222,123463,22768,7856,1940
1375,33149,1874,q02219,642,HCC1143,carcinoma,/,breast,/,,PXD008222,116714,22016,7288,1919
1376,33150,1874,q02220,642,HCC1143,carcinoma,/,breast,/,,PXD008222,96574,17114,5513,1653
1377,33151,1874,q02221,642,HCC1143,carcinoma,/,breast,/,,PXD008222,85033,16047,5155,1514
1378,33152,1874,q02223,642,HCC1143,carcinoma,/,breast,/,,PXD008222,85268,12252,3930,1239
1379,33153,1874,q02224,642,HCC1143,carcinoma,/,breast,/,,PXD008222,141077,26496,8519,1943
1380,33154,1874,q02225,642,HCC1143,carcinoma,/,breast,/,,PXD008222,138173,27211,8347,2062
1381,33155,1874,q02226,642,HCC1143,carcinoma,/,breast,/,,PXD008222,118308,21122,6517,1828
1382,33156,1874,q02227,642,HCC1143,carcinoma,/,breast,/,,PXD008222,123253,24018,7464,1869
1383,33157,1874,q02229,643,MFM223,carcinoma,/,breast,/,,PXD008222,51348,7602,2591,1058
1384,33158,1874,q02230,643,MFM223,carcinoma,/,breast,/,,PXD008222,118330,21013,7068,1957
1385,33159,1874,q02231,643,MFM223,carcinoma,/,breast,/,,PXD008222,115919,21884,7110,2024
1386,33160,1874,q02232,643,MFM223,carcinoma,/,breast,/,,PXD008222,96492,17158,5501,1760
1387,33161,1874,q02233,643,MFM223,carcinoma,/,breast,/,,PXD008222,93749,17857,5747,1682
1388,33162,1874,q02235,643,MFM223,carcinoma,/,breast,/,,PXD008222,88819,12998,4091,1412
1389,33163,1874,q02236,643,MFM223,carcinoma,/,breast,/,,PXD008222,144780,27428,8799,2160
1390,31706,1837,20161017_QEp5_PiSc_SA_mock_48h_2,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,423984,92608,33275,4093
1391,31707,1837,20161017_QEp5_PiSc_SA_mock_48h_3,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,421074,91712,32939,4036
1392,31708,1837,20161017_QEp5_PiSc_SA_mock_48h_4,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,394630,84520,30278,4002
1393,31709,1837,20161017_QEp5_PiSc_SA_mock_72h_1,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,423455,92168,33156,4048
1394,31710,1837,20161017_QEp5_PiSc_SA_mock_72h_2,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,421530,91655,33079,4028
1395,31711,1837,20161017_QEp5_PiSc_SA_mock_72h_3,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,425654,91273,33018,3892
1396,31712,1837,20161017_QEp5_PiSc_SA_mock_72h_4,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,407428,87626,31791,3930
1397,31725,1837,20161021_QEp5_PiSc_SA_mock_24h_1,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,417194,90192,32128,3953
1398,31726,1837,20161021_QEp5_PiSc_SA_mock_24h_2,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,422572,91510,32666,3982
1399,31727,1837,20161021_QEp5_PiSc_SA_mock_24h_3,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,411993,87093,31096,3876
1400,31728,1837,20161021_QEp5_PiSc_SA_mock_24h_4,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,417570,89902,31876,3929
1401,31729,1837,20161021_QEp5_PiSc_SA_mock_48h_1,582,SKNBE2,neuroblastoma,/,brain,/,,PXD009560,407647,87714,31236,3923
1402,31713,1837,20161018_QEp5_PiSc_SA_ZIKV_24h_1,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,421020,91500,32723,4067
1403,31714,1837,20161018_QEp5_PiSc_SA_ZIKV_24h_2,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,403746,87286,31083,4003
1404,31715,1837,20161018_QEp5_PiSc_SA_ZIKV_24h_3,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,418040,90176,32341,4028
1405,31716,1837,20161018_QEp5_PiSc_SA_ZIKV_24h_4,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,412736,88898,31898,3972
1406,31717,1837,20161018_QEp5_PiSc_SA_ZIKV_48h_1,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,408443,87533,31285,3985
1407,31718,1837,20161018_QEp5_PiSc_SA_ZIKV_48h_2,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,414485,89828,32022,3943
1408,31719,1837,20161018_QEp5_PiSc_SA_ZIKV_48h_3,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,420092,91066,32287,4069
1409,31720,1837,20161018_QEp5_PiSc_SA_ZIKV_48h_4,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,411646,88713,31721,4001
1410,31721,1837,20161018_QEp5_PiSc_SA_ZIKV_72h_1,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,412175,88076,31354,3821
1411,31722,1837,20161018_QEp5_PiSc_SA_ZIKV_72h_2,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,401632,85284,29958,3754
1412,31723,1837,20161018_QEp5_PiSc_SA_ZIKV_72h_3,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,405802,86616,30848,3808
1413,31724,1837,20161018_QEp5_PiSc_SA_ZIKV_72h_4,583,SKNBE2,neuroblastoma,ZIKV-infection,brain,/,,PXD009560,204144,29338,10052,2170
1414,31730,1838,A2780-1,584,A2780,adenocarcinoma,/,ovary,/,,PXD003252,95824,16669,5477,1220
1415,31731,1838,A2780-2,584,A2780,adenocarcinoma,/,ovary,/,,PXD003252,93218,16271,5464,1257
1416,31732,1838,A2780-DR control-1,585,A2780,adenocarcinoma,/,ovary,A2780-DR,,PXD003252,86566,13869,4591,1069
1417,31733,1838,A2780-DR control-2,585,A2780,adenocarcinoma,/,ovary,A2780-DR,,PXD003252,86496,13364,4379,1026
1418,31736,1838,A2780-DR-1,585,A2780,adenocarcinoma,/,ovary,A2780-DR,,PXD003252,93334,15568,5165,1171
1419,31737,1838,A2780-DR-2,585,A2780,adenocarcinoma,/,ovary,A2780-DR,,PXD003252,92465,15493,5170,1193
1420,31734,1838,A2780-DR H19si-1,586,A2780,adenocarcinoma,/,ovary,A2780-DR H19KO,,PXD003252,86215,13987,4698,1055
1421,31735,1838,A2780-DR H19si-2,586,A2780,adenocarcinoma,/,ovary,A2780-DR H19KO,,PXD003252,95417,16583,5552,1228
1422,32519,1870,20130607_EXQ4_FaCo_SA_CL_A2780_A,584,A2780,adenocarcinoma,/,ovary,/,,PXD003668,386617,63475,21281,3275
1423,32520,1870,20130607_EXQ4_FaCo_SA_CL_A2780_B,584,A2780,adenocarcinoma,/,ovary,/,,PXD003668,404199,66405,22386,3344
1424,32524,1870,20130619_EXQ4_FaCo_SA_CL_A2780_C,584,A2780,adenocarcinoma,/,ovary,/,,PXD003668,397237,68324,23232,3535
1425,32506,1870,20130312_EXQ4_FaCo_SA_CL_DOV13_A,622,DOV13,adenocarcinoma,/,ovary,/,,PXD003668,369059,61771,20500,3267
1426,32507,1870,20130312_EXQ4_FaCo_SA_CL_DOV13_B,622,DOV13,adenocarcinoma,/,ovary,/,,PXD003668,368177,61741,20434,3279
1427,32508,1870,20130312_EXQ4_FaCo_SA_CL_DOV13_C,622,DOV13,adenocarcinoma,/,ovary,/,,PXD003668,360262,59516,19853,3203
1428,32509,1870,20130314_EXQ4_FaCo_SA_CL_OVCA433_B,623,OVCA433,adenocarcinoma,/,ovary,/,,PXD003668,322724,56541,18132,3151
1429,32510,1870,20130314_EXQ4_FaCo_SA_CL_OVISE_A,624,OVISE,adenocarcinoma,/,ovary,/,,PXD003668,344091,61167,20174,3327
1430,32511,1870,20130314_EXQ4_FaCo_SA_CL_OVISE_B,624,OVISE,adenocarcinoma,/,ovary,/,,PXD003668,350503,61435,20372,3338
1431,32512,1870,20130314_EXQ4_FaCo_SA_CL_OVISE_C,624,OVISE,adenocarcinoma,/,ovary,/,,PXD003668,344553,60446,19891,3367
1432,32513,1870,20130315_EXQ4_FaCo_SA_CL_IOSE7576_C,625,IOSE7576,transformed,/,ovary,/,,PXD003668,343579,60641,20628,3468
1433,32514,1870,20130315_EXQ4_FaCo_SA_CL_IOSE7675_A,625,IOSE7576,transformed,/,ovary,/,,PXD003668,338856,59068,19868,3441
1434,32515,1870,20130315_EXQ4_FaCo_SA_CL_IOSE7675_B,625,IOSE7576,transformed,/,ovary,/,,PXD003668,339832,59227,20135,3395
1435,32516,1870,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_A,626,SKOV3IP1,cystadenocarcinoma,/,ovary,/,,PXD003668,346313,61236,20326,3499
1436,32517,1870,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_B,626,SKOV3IP1,cystadenocarcinoma,/,ovary,/,,PXD003668,345788,61284,20404,3510
1437,32518,1870,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_C,626,SKOV3IP1,cystadenocarcinoma,/,ovary,/,,PXD003668,348554,61287,20310,3483
1438,32521,1870,20130607_EXQ4_FaCo_SA_CL_A2780CP70_A,627,A2780,adenocarcinoma,/,ovary,A2780/CP70,,PXD003668,374393,60086,19997,3205
1439,32522,1870,20130607_EXQ4_FaCo_SA_CL_A2780CP70_B,627,A2780,adenocarcinoma,/,ovary,A2780/CP70,,PXD003668,381755,61104,20369,3199
1440,32523,1870,20130607_EXQ4_FaCo_SA_CL_A2780CP70_C,627,A2780,adenocarcinoma,/,ovary,A2780/CP70,,PXD003668,404217,66296,22219,3351
1441,32525,1870,20130809_EXQ3_FaCo_SA_CL_IOSE397_A,628,IOSE397,transformed,/,ovary,/,,PXD003668,424517,74912,24789,3620
1442,32526,1870,20130809_EXQ3_FaCo_SA_CL_IOSE397_B,628,IOSE397,transformed,/,ovary,/,,PXD003668,398325,65234,21168,3249
1443,32527,1870,20131018_EXQ3_FaCo_SA_CL_ME180C13_A,629,ME180,carcinoma,/,ovary,ME180C13,,PXD003668,373919,64051,20681,3378
1444,32528,1870,20131018_EXQ3_FaCo_SA_CL_ME180C13_B,629,ME180,carcinoma,/,ovary,ME180C13,,PXD003668,378760,64843,20601,3198
1445,32529,1870,20131018_EXQ3_FaCo_SA_CL_ME180C13_C,629,ME180,carcinoma,/,ovary,ME180C13,,PXD003668,371165,63000,20075,3180
1446,32530,1870,20131018_EXQ3_FaCo_SA_CL_TOV112D_A,630,TOV112D,adenocarcinoma,/,ovary,/,,PXD003668,407663,69316,22566,3463
1447,32531,1870,20131018_EXQ3_FaCo_SA_CL_TOV112D_B,630,TOV112D,adenocarcinoma,/,ovary,/,,PXD003668,388179,66120,21218,3216
1448,32542,1870,20131025_EXQ3_FaCo_SA_CL_TOV112D_C,630,TOV112D,adenocarcinoma,/,ovary,/,,PXD003668,352196,62831,20301,3271
1449,32532,1870,20131021_EXQ3_FaCo_SA_CL_ME180_A,631,ME180,carcinoma,/,ovary,/,,PXD003668,391761,66457,21221,3293
